"co_seq_territorio","sg_uf","co_municipio_ibge","co_macrorregional","no_macrorregional","co_cir","no_cir_padrao","no_municipio","co_regiao_brasil","co_uf_ibge","no_regiao_brasil","tp_territorio","nu_altitude","nu_latitude","nu_longitude","vl_area_km2","vl_idhm"
2250,MS,500320,5007,CORUMBA,50002,CORUMBA,CORUMBA,5,50,CENTRO-OESTE,municipio,118,-19.007727,-57.651036,64962.71875,0.700
2251,MS,500325,5008,CAMPO GRANDE,50001,CAMPO GRANDE,COSTA RICA,5,50,CENTRO-OESTE,municipio,641,-18.543202,-53.128732,4164.1201171875,0.706
2252,MS,500330,5008,CAMPO GRANDE,50001,CAMPO GRANDE,COXIM,5,50,CENTRO-OESTE,municipio,238,-18.501299,-54.750991,6409.22021484375,0.703
2253,MS,500345,5006,DOURADOS,50003,DOURADOS,DEODAPOLIS,5,50,CENTRO-OESTE,municipio,418,-22.276272,-54.168163,831.2100219726562,0.694
2254,MS,500348,5008,CAMPO GRANDE,50001,CAMPO GRANDE,DOIS IRMAOS DO BURITI,5,50,CENTRO-OESTE,municipio,320,-20.684818,-55.291453,2344.590087890625,0.639
2255,MS,500350,5006,DOURADOS,50003,DOURADOS,DOURADINA,5,50,CENTRO-OESTE,municipio,553,-22.040494,-54.615756,280.7900085449219,0.699
2256,MS,500370,5006,DOURADOS,50003,DOURADOS,DOURADOS,5,50,CENTRO-OESTE,municipio,430,-22.223099,-54.812043,4086.239990234375,0.747
2257,MS,500375,5006,DOURADOS,50003,DOURADOS,ELDORADO,5,50,CENTRO-OESTE,municipio,342,-23.786838,-54.283775,1017.7899780273438,0.684
2258,MS,500380,5006,DOURADOS,50003,DOURADOS,FATIMA DO SUL,5,50,CENTRO-OESTE,municipio,352,-22.378924,-54.513069,315.1600036621094,0.714
2260,MS,500400,5006,DOURADOS,50003,DOURADOS,GLORIA DE DOURADOS,5,50,CENTRO-OESTE,municipio,400,-22.413628,-54.233502,491.75,0.721
2261,MS,500410,5008,CAMPO GRANDE,50001,CAMPO GRANDE,GUIA LOPES DA LAGUNA,5,50,CENTRO-OESTE,municipio,272,-21.458318,-56.111711,1210.6099853515625,0.675
2262,MS,500430,5006,DOURADOS,50003,DOURADOS,IGUATEMI,5,50,CENTRO-OESTE,municipio,342,-23.673555,-54.563731,2946.52001953125,0.662
2263,MS,500440,5005,TRES LAGOAS,50004,TRES LAGOAS,INOCENCIA,5,50,CENTRO-OESTE,municipio,502,-19.727716,-51.928098,5776.02978515625,0.681
2264,MS,500450,5006,DOURADOS,50003,DOURADOS,ITAPORA,5,50,CENTRO-OESTE,municipio,390,-22.080035,-54.793381,1321.81005859375,0.654
2265,MS,500460,5006,DOURADOS,50003,DOURADOS,ITAQUIRAI,5,50,CENTRO-OESTE,municipio,340,-23.477868,-54.186971,2064.0400390625,0.620
2266,MS,500470,5006,DOURADOS,50003,DOURADOS,IVINHEMA,5,50,CENTRO-OESTE,municipio,362,-22.304571,-53.818414,2010.1700439453125,0.720
2268,MS,500490,5008,CAMPO GRANDE,50001,CAMPO GRANDE,JARAGUARI,5,50,CENTRO-OESTE,municipio,589,-20.138615,-54.399626,2912.820068359375,0.664
2269,MS,500500,5008,CAMPO GRANDE,50001,CAMPO GRANDE,JARDIM,5,50,CENTRO-OESTE,municipio,259,-21.479941,-56.148902,2201.52001953125,0.712
2270,MS,500510,5006,DOURADOS,50003,DOURADOS,JATEI,5,50,CENTRO-OESTE,municipio,396,-22.480633,-54.307934,1927.949951171875,0.708
2271,MS,500515,5006,DOURADOS,50003,DOURADOS,JUTI,5,50,CENTRO-OESTE,municipio,373,-22.859637,-54.60612,1584.530029296875,0.623
2272,MS,500520,5007,CORUMBA,50002,CORUMBA,LADARIO,5,50,CENTRO-OESTE,municipio,114,-19.008894,-57.597266,340.7699890136719,0.704
2273,MS,500525,5006,DOURADOS,50003,DOURADOS,LAGUNA CARAPA,5,50,CENTRO-OESTE,municipio,509,-22.544818,-55.15021,1734.0699462890625,0.672
2274,MS,500540,5008,CAMPO GRANDE,50001,CAMPO GRANDE,MARACAJU,5,50,CENTRO-OESTE,municipio,384,-21.610544,-55.167763,5299.18017578125,0.736
2275,MS,500560,5008,CAMPO GRANDE,50001,CAMPO GRANDE,MIRANDA,5,50,CENTRO-OESTE,municipio,125,-20.235508,-56.374594,5478.830078125,0.632
2276,MS,500568,5006,DOURADOS,50003,DOURADOS,MUNDO NOVO,5,50,CENTRO-OESTE,municipio,324,-23.93554,-54.281012,477.7799987792969,0.686
2277,MS,500570,5006,DOURADOS,50003,DOURADOS,NAVIRAI,5,50,CENTRO-OESTE,municipio,362,-23.06181,-54.199465,3193.550048828125,0.700
2278,MS,500580,5008,CAMPO GRANDE,50001,CAMPO GRANDE,NIOAQUE,5,50,CENTRO-OESTE,municipio,200,-21.141882,-55.829618,3923.7900390625,0.639
5456,SP,355720,3533,RRAS10,35094,OURINHOS,CHAVANTES,3,35,SUDESTE,municipio,563,-23.036632,-49.709616,188.72999572753906,0.729
2279,MS,500600,5008,CAMPO GRANDE,50001,CAMPO GRANDE,NOVA ALVORADA DO SUL,5,50,CENTRO-OESTE,municipio,407,-21.465688,-54.382491,4019.320068359375,0.694
2280,MS,500620,5006,DOURADOS,50003,DOURADOS,NOVA ANDRADINA,5,50,CENTRO-OESTE,municipio,380,-22.237971,-53.343715,4776.0,0.721
2281,MS,500625,5006,DOURADOS,50003,DOURADOS,NOVO HORIZONTE DO SUL,5,50,CENTRO-OESTE,municipio,320,-22.669322,-53.860148,849.0999755859375,0.649
2283,MS,500630,5005,TRES LAGOAS,50004,TRES LAGOAS,PARANAIBA,5,50,CENTRO-OESTE,municipio,374,-19.674648,-51.190863,5402.64990234375,0.721
2284,MS,500635,5006,DOURADOS,50003,DOURADOS,PARANHOS,5,50,CENTRO-OESTE,municipio,429,-23.891067,-55.429018,1309.1600341796875,0.588
2285,MS,500640,5008,CAMPO GRANDE,50001,CAMPO GRANDE,PEDRO GOMES,5,50,CENTRO-OESTE,municipio,282,-18.099622,-54.550663,3651.179931640625,0.671
2286,MS,500660,5006,DOURADOS,50003,DOURADOS,PONTA PORA,5,50,CENTRO-OESTE,municipio,655,-22.529617,-55.720326,5330.4501953125,0.701
2287,MS,500690,5008,CAMPO GRANDE,50001,CAMPO GRANDE,PORTO MURTINHO,5,50,CENTRO-OESTE,municipio,90,-21.698078,-57.883586,17744.41015625,0.666
2288,MS,500710,5008,CAMPO GRANDE,50001,CAMPO GRANDE,RIBAS DO RIO PARDO,5,50,CENTRO-OESTE,municipio,369,-20.444533,-53.758819,17308.08984375,0.664
2289,MS,500720,5006,DOURADOS,50003,DOURADOS,RIO BRILHANTE,5,50,CENTRO-OESTE,municipio,312,-21.803258,-54.542744,3987.39990234375,0.715
2290,MS,500730,5008,CAMPO GRANDE,50001,CAMPO GRANDE,RIO NEGRO,5,50,CENTRO-OESTE,municipio,279,-19.447036,-54.985873,1807.6700439453125,0.709
2291,MS,500740,5008,CAMPO GRANDE,50001,CAMPO GRANDE,RIO VERDE DE MATO GROSSO,5,50,CENTRO-OESTE,municipio,330,-18.924945,-54.843357,8153.89990234375,0.673
2292,MS,500750,5008,CAMPO GRANDE,50001,CAMPO GRANDE,ROCHEDO,5,50,CENTRO-OESTE,municipio,260,-19.956488,-54.884769,1561.050048828125,0.651
2293,MS,500755,5005,TRES LAGOAS,50004,TRES LAGOAS,SANTA RITA DO PARDO,5,50,CENTRO-OESTE,municipio,360,-21.301604,-52.833338,6143.06982421875,0.642
2294,MS,500769,5008,CAMPO GRANDE,50001,CAMPO GRANDE,SAO GABRIEL DO OESTE,5,50,CENTRO-OESTE,municipio,658,-19.388858,-54.550668,3864.68994140625,0.729
2295,MS,500770,5006,DOURADOS,50003,DOURADOS,SETE QUEDAS,5,50,CENTRO-OESTE,municipio,407,-23.970508,-55.03984,833.72998046875,0.614
2296,MS,500780,5005,TRES LAGOAS,50004,TRES LAGOAS,SELVIRIA,5,50,CENTRO-OESTE,municipio,357,-20.363733,-51.419246,3258.330078125,0.682
2297,MS,500790,5008,CAMPO GRANDE,50001,CAMPO GRANDE,SIDROLANDIA,5,50,CENTRO-OESTE,municipio,484,-20.930212,-54.969219,5286.41015625,0.686
2298,MS,500793,5008,CAMPO GRANDE,50001,CAMPO GRANDE,SONORA,5,50,CENTRO-OESTE,municipio,442,-17.569775,-54.755112,4075.419921875,0.681
2299,MS,500795,5006,DOURADOS,50003,DOURADOS,TACURU,5,50,CENTRO-OESTE,municipio,372,-23.635954,-55.014137,1785.3199462890625,0.593
2300,MS,500797,5006,DOURADOS,50003,DOURADOS,TAQUARUSSU,5,50,CENTRO-OESTE,municipio,276,-22.489797,-53.351891,1041.1199951171875,0.651
2301,MS,500800,5008,CAMPO GRANDE,50001,CAMPO GRANDE,TERENOS,5,50,CENTRO-OESTE,municipio,437,-20.437845,-54.864742,2844.510009765625,0.658
2302,MS,500830,5005,TRES LAGOAS,50004,TRES LAGOAS,TRES LAGOAS,5,50,CENTRO-OESTE,municipio,319,-20.784853,-51.700731,10206.9501953125,0.744
2303,MS,500840,5006,DOURADOS,50003,DOURADOS,VICENTINA,5,50,CENTRO-OESTE,municipio,368,-22.409801,-54.441507,310.1600036621094,0.711
2259,MS,500390,5008,CAMPO GRANDE,50001,CAMPO GRANDE,FIGUEIRAO,5,50,CENTRO-OESTE,municipio,,-18.682824,-53.641258,4882.8701171875,0.660
3716,RN,240050,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",ALEXANDRIA,2,24,NORDESTE,municipio,319,-6.405335,-38.01423,381.2099914550781,0.606
3717,RN,240060,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",ALMINO AFONSO,2,24,NORDESTE,municipio,236,-6.147496,-37.763574,128.0399932861328,0.624
4439,RS,432370,4311,NORTE,43015,REGIAO 15 - CAMINHO DAS AGUAS,VISTA GAUCHA,4,43,SUL,municipio,497,-27.290217,-53.697382,88.72000122070312,0.757
3718,RN,240070,2401,MACRORREGIAO II,24008,"8ª REGIAO DE SAUDE - ACU",ALTO DO RODRIGUES,2,24,NORDESTE,municipio,13,-5.281857,-36.749971,191.3300018310547,0.672
3719,RN,240080,2401,MACRORREGIAO II,24008,"8ª REGIAO DE SAUDE - ACU",ANGICOS,2,24,NORDESTE,municipio,110,-5.65792,-36.609434,741.5800170898438,0.624
3720,RN,240090,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",ANTONIO MARTINS,2,24,NORDESTE,municipio,312,-6.213666,-37.883363,244.89999389648438,0.578
3721,RN,240100,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",APODI,2,24,NORDESTE,municipio,67,-5.653489,-37.794593,1602.47998046875,0.639
3722,RN,240110,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",AREIA BRANCA,2,24,NORDESTE,municipio,3,-4.952537,-37.125226,357.6300048828125,0.682
3723,RN,240120,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",ARES,2,24,NORDESTE,municipio,52,-6.18831,-35.160823,115.51000213623047,0.606
3724,RN,240130,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",AUGUSTO SEVERO,2,24,NORDESTE,municipio,96,-5.8536,-37.310572,896.9500122070312,0.621
3725,RN,240140,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",BAIA FORMOSA,2,24,NORDESTE,municipio,4,-6.371607,-35.00327,245.66000366210938,0.609
3726,RN,240145,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",BARAUNA,2,24,NORDESTE,municipio,94,-5.06977,-37.612911,825.6799926757812,0.574
3727,RN,240150,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",BARCELONA,2,24,NORDESTE,municipio,124,-5.94284,-35.924653,152.6300048828125,0.566
3728,RN,240160,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",BENTO FERNANDES,2,24,NORDESTE,municipio,111,-5.699057,-35.812996,301.07000732421875,0.582
3729,RN,240165,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",BODO,2,24,NORDESTE,municipio,560,-5.980269,-36.416706,253.52000427246094,0.629
3730,RN,240170,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",BOM JESUS,2,24,NORDESTE,municipio,98,-5.986479,-35.579196,122.04000091552734,0.584
3731,RN,240180,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",BREJINHO,2,24,NORDESTE,municipio,144,-6.185662,-35.359113,61.560001373291016,0.592
3732,RN,240185,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",CAICARA DO NORTE,2,24,NORDESTE,municipio,0,-5.070913,-36.07169,189.5500030517578,0.574
3789,RN,240710,2402,MACRORREGIAO I,24007,"7ª REGIAO DE SAUDE - METROPOLITANA",MACAIBA,2,24,NORDESTE,municipio,11,-5.852295,-35.355184,510.7699890136719,0.640
3733,RN,240190,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",CAICARA DO RIO DO VENTO,2,24,NORDESTE,municipio,167,-5.765412,-35.993772,261.19000244140625,0.587
3734,RN,240200,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",CAICO,2,24,NORDESTE,municipio,151,-6.454415,-37.106723,1228.5799560546875,0.710
3735,RN,240210,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",CAMPO REDONDO,2,24,NORDESTE,municipio,471,-6.23829,-36.188768,213.72999572753906,0.626
3736,RN,240220,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",CANGUARETAMA,2,24,NORDESTE,municipio,5,-6.371927,-35.128059,245.41000366210938,0.579
3737,RN,240230,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",CARAUBAS,2,24,NORDESTE,municipio,144,-5.783867,-37.558629,1095.010009765625,0.638
3738,RN,240240,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",CARNAUBA DOS DANTAS,2,24,NORDESTE,municipio,306,-6.550153,-36.586818,246.30999755859375,0.659
3739,RN,240250,2401,MACRORREGIAO II,24008,"8ª REGIAO DE SAUDE - ACU",CARNAUBAIS,2,24,NORDESTE,municipio,30,-5.341808,-36.833489,542.530029296875,0.589
3740,RN,240260,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",CEARA-MIRIM,2,24,NORDESTE,municipio,33,-5.640061,-35.419741,724.3800048828125,0.616
3741,RN,240270,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",CERRO CORA,2,24,NORDESTE,municipio,575,-6.03503,-36.350278,393.57000732421875,0.607
3742,RN,240280,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",CORONEL EZEQUIEL,2,24,NORDESTE,municipio,584,-6.374801,-36.222346,185.75,0.587
3743,RN,240290,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",CORONEL JOAO PESSOA,2,24,NORDESTE,municipio,401,-6.249736,-38.44415,117.13999938964844,0.578
3744,RN,240300,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",CRUZETA,2,24,NORDESTE,municipio,231,-6.408939,-36.778239,295.8299865722656,0.654
3745,RN,240310,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",CURRAIS NOVOS,2,24,NORDESTE,municipio,341,-6.254843,-36.514648,864.3499755859375,0.691
3746,RN,240320,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",DOUTOR SEVERIANO,2,24,NORDESTE,municipio,370,-6.080819,-38.379407,113.73999786376953,0.621
3748,RN,240330,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",ENCANTO,2,24,NORDESTE,municipio,212,-6.106912,-38.30328,125.75,0.629
3749,RN,240340,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",EQUADOR,2,24,NORDESTE,municipio,572,-6.938355,-36.716957,264.989990234375,0.623
3750,RN,240350,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",ESPIRITO SANTO,2,24,NORDESTE,municipio,44,-6.335634,-35.305217,135.83999633789062,0.558
3752,RN,240370,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",FELIPE GUERRA,2,24,NORDESTE,municipio,40,-5.592737,-37.687518,268.5899963378906,0.636
3753,RN,240375,2401,MACRORREGIAO II,24008,"8ª REGIAO DE SAUDE - ACU",FERNANDO PEDROZA,2,24,NORDESTE,municipio,133,-5.690955,-36.528193,322.6300048828125,0.597
3754,RN,240380,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",FLORANIA,2,24,NORDESTE,municipio,315,-6.122645,-36.822624,504.79998779296875,0.642
3755,RN,240390,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",FRANCISCO DANTAS,2,24,NORDESTE,municipio,224,-6.072339,-38.121209,181.55999755859375,0.606
3756,RN,240400,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",FRUTUOSO GOMES,2,24,NORDESTE,municipio,231,-6.156686,-37.837493,63.279998779296875,0.597
3757,RN,240410,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",GALINHOS,2,24,NORDESTE,municipio,2,-5.090901,-36.275449,342.2200012207031,0.564
3758,RN,240420,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",GOIANINHA,2,24,NORDESTE,municipio,19,-6.264864,-35.194289,192.27999877929688,0.638
3759,RN,240430,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",GOVERNADOR DIX-SEPT ROSADO,2,24,NORDESTE,municipio,26,-5.448867,-37.518265,1129.550048828125,0.592
3760,RN,240440,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",GROSSOS,2,24,NORDESTE,municipio,5,-4.98068,-37.16208,126.45999908447266,0.664
3761,RN,240450,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",GUAMARE,2,24,NORDESTE,municipio,3,-5.106194,-36.322172,258.9599914550781,0.626
3762,RN,240460,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",IELMO MARINHO,2,24,NORDESTE,municipio,65,-5.824469,-35.549952,312.0299987792969,0.550
3763,RN,240470,2401,MACRORREGIAO II,24008,"8ª REGIAO DE SAUDE - ACU",IPANGUACU,2,24,NORDESTE,municipio,16,-5.489844,-36.850137,374.25,0.603
3765,RN,240485,2401,MACRORREGIAO II,24008,"8ª REGIAO DE SAUDE - ACU",ITAJA,2,24,NORDESTE,municipio,55,-5.638936,-36.871176,203.6199951171875,0.624
3766,RN,240490,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",ITAU,2,24,NORDESTE,municipio,143,-5.836301,-37.991249,133.02999877929688,0.614
3767,RN,240500,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",JACANA,2,24,NORDESTE,municipio,664,-6.418559,-36.203081,54.560001373291016,0.604
3768,RN,240510,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",JANDAIRA,2,24,NORDESTE,municipio,110,-5.352106,-36.127836,435.95001220703125,0.569
3769,RN,240520,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",JANDUIS,2,24,NORDESTE,municipio,141,-6.014739,-37.40482,304.8999938964844,0.615
3770,RN,240530,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",JANUARIO CICCO,2,24,NORDESTE,municipio,104,-6.154793,-35.596566,187.11000061035156,0.574
3771,RN,240540,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",JAPI,2,24,NORDESTE,municipio,284,-6.46544,-35.934551,188.99000549316406,0.569
3772,RN,240550,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",JARDIM DE ANGICOS,2,24,NORDESTE,municipio,132,-5.649993,-35.971287,254.02000427246094,0.565
3773,RN,240560,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",JARDIM DE PIRANHAS,2,24,NORDESTE,municipio,134,-6.376649,-37.349643,330.5299987792969,0.603
3774,RN,240570,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",JARDIM DO SERIDO,2,24,NORDESTE,municipio,236,-6.580474,-36.773574,367.6499938964844,0.663
3775,RN,240580,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",JOAO CAMARA,2,24,NORDESTE,municipio,160,-5.54094,-35.812186,714.9600219726562,0.595
3776,RN,240590,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",JOAO DIAS,2,24,NORDESTE,municipio,436,-6.272154,-37.788546,88.16999816894531,0.530
3777,RN,240600,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",JOSE DA PENHA,2,24,NORDESTE,municipio,264,-6.310947,-38.282277,117.63999938964844,0.608
3778,RN,240610,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",JUCURUTU,2,24,NORDESTE,municipio,63,-6.030599,-37.00902,933.72998046875,0.601
3779,RN,240615,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",JUNDIA,2,24,NORDESTE,municipio,0,-6.268657,-35.349469,44.63999938964844,0.595
3780,RN,240620,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",LAGOA D'ANTA,2,24,NORDESTE,municipio,154,-6.394926,-35.594904,105.6500015258789,0.601
3781,RN,240630,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",LAGOA DE PEDRAS,2,24,NORDESTE,municipio,91,-6.150815,-35.429888,117.97000122070312,0.553
3782,RN,240640,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",LAGOA DE VELHOS,2,24,NORDESTE,municipio,154,-6.011897,-35.872928,112.8499984741211,0.589
3783,RN,240650,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",LAGOA NOVA,2,24,NORDESTE,municipio,686,-6.093386,-36.47027,176.3000030517578,0.585
3784,RN,240660,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",LAGOA SALGADA,2,24,NORDESTE,municipio,99,-6.122954,-35.472394,79.12999725341797,0.582
3785,RN,240670,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",LAJES,2,24,NORDESTE,municipio,199,-5.693222,-36.24704,676.6199951171875,0.624
3804,RN,240850,2402,MACRORREGIAO I,24004,"4ª REGIAO DE SAUDE - CAICO",OURO BRANCO,2,24,NORDESTE,municipio,223,-6.6958,-36.94279,253.2100067138672,0.645
3786,RN,240680,2402,MACRORREGIAO I,24005,"5ª REGIAO DE SAUDE - SANTA CRUZ",LAJES PINTADAS,2,24,NORDESTE,municipio,315,-6.149429,-36.117088,130.2100067138672,0.625
3787,RN,240690,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",LUCRECIA,2,24,NORDESTE,municipio,216,-6.105248,-37.813365,30.93000030517578,0.646
3788,RN,240700,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",LUIS GOMES,2,24,NORDESTE,municipio,636,-6.405883,-38.389865,166.63999938964844,0.608
3790,RN,240720,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",MACAU,2,24,NORDESTE,municipio,4,-5.107947,-36.631842,788.0399780273438,0.665
3791,RN,240725,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",MAJOR SALES,2,24,NORDESTE,municipio,306,-6.399485,-38.324019,31.969999313354492,0.617
3792,RN,240730,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",MARCELINO VIEIRA,2,24,NORDESTE,municipio,230,-6.284595,-38.164162,345.7099914550781,0.609
3793,RN,240740,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",MARTINS,2,24,NORDESTE,municipio,703,-6.08279,-37.907973,169.4600067138672,0.622
3794,RN,240750,2402,MACRORREGIAO I,24003,"3ª REGIAO DE SAUDE - JOAO CAMARA",MAXARANGUAPE,2,24,NORDESTE,municipio,7,-5.521809,-35.263082,131.32000732421875,0.608
3795,RN,240760,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",MESSIAS TARGINO,2,24,NORDESTE,municipio,181,-6.071935,-37.515817,135.10000610351562,0.644
3832,RN,241105,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",TIBAU,2,24,NORDESTE,municipio,5,-4.837292,-37.255358,169.24000549316406,0.635
3796,RN,240770,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",MONTANHAS,2,24,NORDESTE,municipio,87,-6.485217,-35.284158,82.20999908447266,0.557
3797,RN,240780,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",MONTE ALEGRE,2,24,NORDESTE,municipio,52,-6.07063,-35.325337,210.9199981689453,0.609
3798,RN,240790,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",MONTE DAS GAMELEIRAS,2,24,NORDESTE,municipio,501,-6.43698,-35.783133,71.94999694824219,0.598
3799,RN,240800,2401,MACRORREGIAO II,24002,"2ª REGIAO DE SAUDE - MOSSORO",MOSSORO,2,24,NORDESTE,municipio,16,-5.183737,-37.347446,2099.360107421875,0.720
3800,RN,240810,2402,MACRORREGIAO I,24007,"7ª REGIAO DE SAUDE - METROPOLITANA",NATAL,2,24,NORDESTE,municipio,30,-5.793567,-35.198604,167.25999450683594,0.763
3801,RN,240820,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",NISIA FLORESTA,2,24,NORDESTE,municipio,20,-6.093288,-35.19913,307.8399963378906,0.622
3802,RN,240830,2402,MACRORREGIAO I,24001,"1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU",NOVA CRUZ,2,24,NORDESTE,municipio,73,-6.475115,-35.428615,277.6600036621094,0.629
3803,RN,240840,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",OLHO-D'AGUA DO BORGES,2,24,NORDESTE,municipio,164,-5.948597,-37.704696,141.1699981689453,0.585
3805,RN,240860,2401,MACRORREGIAO II,24006,"6ª REGIAO DE SAUDE - PAU DOS FERROS",PARANA,2,24,NORDESTE,municipio,373,-6.475645,-38.305701,81.38999938964844,0.589
